"simulation","constant","Income","Employment","Education","Health","Crime","Barriers","Living environment","mean_absolute_rank_change"
21,21.9041680684313,0.203086042838,0.242793566671556,0.12235365345834,0.161593711054922,0.0956764877742979,0.081878088681482,0.0926184495214025,233.977899570433
22,16.7004047613591,0.207590958458072,0.229067281528038,0.157994595976889,0.125204982599487,0.0806111938145663,0.0886085044056205,0.110922483217328,249.95491038366
23,28.3756130654365,0.258887187661771,0.227478935620066,0.150702580076183,0.101601242683747,0.0711784515482786,0.0932855336902794,0.0968660687196753,248.349874092724
24,21.2909875204787,0.217252853750045,0.25403881200623,0.121912996716908,0.122463132788251,0.088060401202707,0.108104245664581,0.0881675578712782,211.738883128421
25,18.1829999154434,0.24215776175012,0.203122937293907,0.147333000042379,0.0987182514972334,0.103413400587082,0.102721343456966,0.102533305372312,339.046067249296
26,32.9820256400853,0.269642048978452,0.208271101949121,0.114063242691256,0.122897159022312,0.0736035322143666,0.0989191986891059,0.112603716455386,281.717375203687
27,19.2683640867472,0.232944750486795,0.220526772564725,0.127886244739066,0.150324554828628,0.0848120354009201,0.08881902608008,0.0946866158997855,103.569604503037
28,15.7711590267718,0.265682006114677,0.216412014521116,0.121837297748468,0.140021319108907,0.0840387801751653,0.0921050810433068,0.0799035012883609,169.3408976448
29,17.6330191502348,0.180911774820517,0.215714333049923,0.141792447827867,0.166062484647762,0.0962369950401307,0.104676957751631,0.0946050068621687,270.598370611751
30,21.0836542630568,0.189593396184528,0.236179190295728,0.131497622161899,0.137320168141068,0.120416864920997,0.0975278872986257,0.087464870997154,162.282565545846
31,24.9699475057423,0.257004217009502,0.182084857689674,0.144392699245148,0.151285313319808,0.0823865094421815,0.0863571637698154,0.09648923952387,141.275840616207
32,33.0184726137668,0.268059909614664,0.167927448971245,0.124732236470559,0.140951737884718,0.0898793986313576,0.108829907410175,0.0996193610172821,251.069648940902
33,32.9047373309731,0.18618015786852,0.227638333750706,0.13985449878639,0.158484318300287,0.106105245452163,0.0842008875165315,0.0975365583254034,305.896430158492
34,15.6842567119747,0.212196140434246,0.243848543490472,0.140664153518803,0.130077709889637,0.0937940561225716,0.084122467887636,0.0952969286566334,127.922618871277
35,23.3921692753211,0.265920372966283,0.212283700975263,0.137691312491106,0.113359507875258,0.0883391287750323,0.0889038021092117,0.093502174807846,154.408709820767
36,23.6034229910001,0.255942810332443,0.214986928687414,0.108244085889181,0.134724182118073,0.0883882696062349,0.0941300410474696,0.103583682319184,196.284046807875
37,20.1917042117566,0.207990275848775,0.251328493833853,0.112223543651551,0.145145854732203,0.099502415810819,0.108960893074793,0.0748485230480057,236.026366464223
38,16.0701333731413,0.236044180968352,0.238592611528233,0.140267972450473,0.138836735337485,0.0710608357364567,0.0913395819077124,0.0838580820712877,183.496193156568
39,26.7598895309493,0.252904197554574,0.235265583341621,0.131378922331417,0.145881844118533,0.0669580660597864,0.0847794827113294,0.0828319038827389,291.00002962523
40,16.7699675634503,0.256966118632972,0.199557796111681,0.102431093857102,0.152723698546369,0.0879630657357691,0.091539511690098,0.108818715426008,314.974077914388
41,31.7497717775404,0.217590299314264,0.242678047432408,0.145571147721104,0.114169508875954,0.102009069646592,0.0779749634785146,0.100006963531163,274.777070063672
42,32.6452084397897,0.185687698075022,0.217932070878952,0.169431944974773,0.139541456642856,0.0746709493144572,0.108525005355633,0.104210874758308,259.4403199526
43,26.1907153110951,0.239806095088811,0.238894683579376,0.148497606677517,0.109025778012344,0.0836361509899664,0.0976166696462801,0.0825230160057055,238.512694415646
44,32.588053168729,0.250893402791397,0.204953796636661,0.114187081554728,0.125647527895893,0.108547126014267,0.109452770298998,0.0863182948080576,257.340838394316
45,28.8701782794669,0.250180003976203,0.241832597101666,0.106122185603825,0.109635104447763,0.0916790763048532,0.101944724398093,0.0986063081675966,227.789068286175
46,15.3168666176498,0.185623624967269,0.210789914569591,0.143657329037144,0.180848447530809,0.080539896963656,0.109572785347884,0.0889680015836466,346.810724337141
47,19.6972927963361,0.238933188639237,0.195273254492553,0.164036867101477,0.145164572645243,0.0878115204267239,0.0958923133498394,0.0728882833449258,271.349607465565
48,17.5098741194233,0.276139727382772,0.173990793003979,0.158166928051733,0.115646746247061,0.0824384124881645,0.114261692412034,0.0793557004142566,441.271574581541
49,17.0377116976306,0.179896719383305,0.273812258860457,0.160967561718434,0.102878801795283,0.101536404241914,0.0865067055012801,0.0944015484993262,203.451636794551
50,17.3920215107501,0.207051319526669,0.211406953771238,0.151383040272757,0.126052011800917,0.112185377868579,0.095598434257667,0.0963228625021726,201.203436527919
51,17.7804097626358,0.225017690355029,0.227011450698434,0.13102943633003,0.161890466883787,0.0941635340867112,0.0819228871481034,0.078964534497905,236.671189453413
52,22.9310014098883,0.249532415410011,0.183989146590425,0.14397103422328,0.113971763462389,0.116951022176419,0.107343416930173,0.0842412012073024,275.643726855278
53,24.5677638147026,0.182118308529055,0.262857322265874,0.137296354833918,0.122136352742078,0.0806410291826896,0.10756497486285,0.107385657583534,260.882595171082
54,30.9539937507361,0.186442225114726,0.184605065062738,0.155359946847277,0.164503285205227,0.092948349628122,0.120925508933059,0.0952156192088513,318.545874685223
55,27.444774908945,0.24244032341355,0.232712040381181,0.139581120040816,0.126814622190774,0.0860742878207622,0.0934791602332564,0.0788984459196608,241.47557398905
56,32.6485479110852,0.248131784791242,0.225526890490675,0.102969995440449,0.158262639082346,0.106139732849501,0.0754163434692502,0.0835526138765379,436.758820915453
57,25.7615140452981,0.242924727913165,0.196397405437923,0.158543706921088,0.13703146928268,0.095704659656134,0.0823719976676106,0.0870260331214005,218.767115982808
58,28.6379170184955,0.214231932142384,0.263177312291148,0.157144239552971,0.128699978193346,0.0775652229414129,0.0747597023369718,0.084421612541766,385.572981780472
59,25.0576084898785,0.249503922471109,0.242781515523501,0.118900773189412,0.1060159599445,0.0867499626013762,0.101423561504273,0.0946243047658282,205.757665531038
